競賽場, 競賽類型, 警報, 剩余数, 最大空格, 比率, 出現回数
01_桐　生-03R, 三連単, 4  1  2, 29, 820, 0.035, 29
01_桐　生-04R, 三連単, 4  1  2, 23, 820, 0.028, 18
01_桐　生-05R, 三連単, 4  1  2, 192, 820, 0.234, 20
01_桐　生-06R, 三連単, 4  1  2, 3, 820, 0.004, 13
01_桐　生-07R, 三連単, 4  1  2, 75, 820, 0.091, 16
01_桐　生-08R, 三連単, 4  1  2, 610, 820, 0.744, 11
01_桐　生-09R, 三連単, 4  1  2, 75, 820, 0.091, 19
01_桐　生-10R, 三連単, 4  1  2, 49, 820, 0.06, 19
01_桐　生-11R, 三連単, 4  1  2, 82, 820, 0.1, 20
01_桐　生-12R, 三連単, 4  1  2, 162, 820, 0.198, 17
01_桐　生-01R, 三連単, 4  1  3, 9, 1037, 0.009, 50
01_桐　生-02R, 三連単, 4  1  3, 132, 1037, 0.127, 18
01_桐　生-03R, 三連単, 4  1  3, 99, 1037, 0.095, 13
01_桐　生-04R, 三連単, 4  1  3, 183, 1037, 0.176, 16
01_桐　生-05R, 三連単, 4  1  3, 236, 1037, 0.228, 16
01_桐　生-06R, 三連単, 4  1  3, 73, 1037, 0.07, 6
01_桐　生-07R, 三連単, 4  1  3, 137, 1037, 0.132, 6
01_桐　生-08R, 三連単, 4  1  3, 412, 1037, 0.397, 8
01_桐　生-09R, 三連単, 4  1  3, 26, 1037, 0.025, 20
01_桐　生-10R, 三連単, 4  1  3, 16, 1037, 0.015, 12
01_桐　生-11R, 三連単, 4  1  3, 79, 1037, 0.076, 12
01_桐　生-12R, 三連単, 4  1  3, 20, 1037, 0.019, 19
01_桐　生-01R, 三連単, 4  1  5, 47, 1672, 0.028, 58
01_桐　生-02R, 三連単, 4  1  5, 181, 1672, 0.108, 15
01_桐　生-03R, 三連単, 4  1  5, 178, 1672, 0.106, 15
01_桐　生-04R, 三連単, 4  1  5, 68, 1672, 0.041, 22
01_桐　生-05R, 三連単, 4  1  5, 43, 1672, 0.026, 14
01_桐　生-06R, 三連単, 4  1  5, 258, 1672, 0.154, 13
01_桐　生-07R, 三連単, 4  1  5, 344, 1672, 0.206, 19
01_桐　生-08R, 三連単, 4  1  5, 112, 1672, 0.067, 21
01_桐　生-09R, 三連単, 4  1  5, 37, 1672, 0.022, 17
01_桐　生-10R, 三連単, 4  1  5, 27, 1672, 0.016, 20
01_桐　生-11R, 三連単, 4  1  5, 37, 1672, 0.022, 28
01_桐　生-12R, 三連単, 4  1  5, 15, 1672, 0.009, 25
01_桐　生-01R, 三連単, 4  1  6, 4, 844, 0.005, 42
01_桐　生-02R, 三連単, 4  1  6, 103, 844, 0.122, 10
01_桐　生-03R, 三連単, 4  1  6, 77, 844, 0.091, 24
01_桐　生-04R, 三連単, 4  1  6, 73, 844, 0.086, 13
01_桐　生-05R, 三連単, 4  1  6, 130, 844, 0.154, 11
01_桐　生-06R, 三連単, 4  1  6, 132, 844, 0.156, 10
01_桐　生-07R, 三連単, 4  1  6, 20, 844, 0.024, 16
01_桐　生-08R, 三連単, 4  1  6, 245, 844, 0.29, 7
01_桐　生-09R, 三連単, 4  1  6, 110, 844, 0.13, 20
01_桐　生-10R, 三連単, 4  1  6, 147, 844, 0.174, 10
01_桐　生-11R, 三連単, 4  1  6, 43, 844, 0.051, 18
01_桐　生-12R, 三連単, 4  1  6, 287, 844, 0.34, 13
01_桐　生-01R, 二連単, 4  2, 17, 484, 0.035, 147
01_桐　生-02R, 二連単, 4  2, 9, 484, 0.019, 52
01_桐　生-03R, 二連単, 4  2, 43, 484, 0.089, 68
01_桐　生-04R, 二連単, 4  2, 44, 484, 0.091, 57
01_桐　生-05R, 二連単, 4  2, 4, 484, 0.008, 49
01_桐　生-06R, 二連単, 4  2, 181, 484, 0.374, 19
01_桐　生-07R, 二連単, 4  2, 46, 484, 0.095, 37
01_桐　生-08R, 二連単, 4  2, 639, 484, 1.32, 32
01_桐　生-09R, 二連単, 4  2, 70, 484, 0.145, 34
01_桐　生-10R, 二連単, 4  2, 41, 484, 0.085, 39
01_桐　生-11R, 二連単, 4  2, 63, 484, 0.13, 26
01_桐　生-12R, 二連単, 4  2, 266, 484, 0.55, 26
01_桐　生-01R, 三連単, 4  2  1, 132, 1023, 0.129, 44
01_桐　生-02R, 三連単, 4  2  1, 160, 1023, 0.156, 11
01_桐　生-03R, 三連単, 4  2  1, 62, 1023, 0.061, 13
01_桐　生-04R, 三連単, 4  2  1, 63, 1023, 0.062, 12
01_桐　生-05R, 三連単, 4  2  1, 172, 1023, 0.168, 10
01_桐　生-06R, 三連単, 4  2  1, 181, 1023, 0.177, 6
01_桐　生-07R, 三連単, 4  2  1, 245, 1023, 0.239, 19
01_桐　生-08R, 三連単, 4  2  1, 1023, 1023, 1, 9
01_桐　生-09R, 三連単, 4  2  1, 70, 1023, 0.068, 7
01_桐　生-10R, 三連単, 4  2  1, 41, 1023, 0.04, 14
01_桐　生-11R, 三連単, 4  2  1, 176, 1023, 0.172, 12
01_桐　生-12R, 三連単, 4  2  1, 266, 1023, 0.26, 8
01_桐　生-01R, 三連単, 4  2  3, 60, 2067, 0.029, 39
01_桐　生-02R, 三連単, 4  2  3, 167, 2067, 0.081, 14
01_桐　生-03R, 三連単, 4  2  3, 156, 2067, 0.075, 15
01_桐　生-04R, 三連単, 4  2  3, 46, 2067, 0.022, 13
01_桐　生-05R, 三連単, 4  2  3, 4, 2067, 0.002, 14
01_桐　生-06R, 三連単, 4  2  3, 383, 2067, 0.185, 6
01_桐　生-07R, 三連単, 4  2  3, 750, 2067, 0.363, 4
01_桐　生-08R, 三連単, 4  2  3, 1230, 2067, 0.595, 4
01_桐　生-09R, 三連単, 4  2  3, 257, 2067, 0.124, 8
01_桐　生-10R, 三連単, 4  2  3, 1882, 2067, 0, 0
01_桐　生-11R, 三連単, 4  2  3, 346, 2067, 0.167, 4
01_桐　生-12R, 三連単, 4  2  3, 941, 2067, 0.455, 4
01_桐　生-01R, 三連単, 4  2  5, 17, 1622, 0.01, 41
01_桐　生-02R, 三連単, 4  2  5, 72, 1622, 0.044, 13
01_桐　生-03R, 三連単, 4  2  5, 361, 1622, 0.223, 20
01_桐　生-04R, 三連単, 4  2  5, 65, 1622, 0.04, 19
01_桐　生-05R, 三連単, 4  2  5, 98, 1622, 0.06, 16
01_桐　生-06R, 三連単, 4  2  5, 813, 1622, 0.501, 6
01_桐　生-07R, 三連単, 4  2  5, 257, 1622, 0.158, 7
01_桐　生-08R, 三連単, 4  2  5, 639, 1622, 0.394, 12
01_桐　生-09R, 三連単, 4  2  5, 122, 1622, 0.075, 8
01_桐　生-10R, 三連単, 4  2  5, 171, 1622, 0.105, 14
01_桐　生-11R, 三連単, 4  2  5, 63, 1622, 0.039, 6
01_桐　生-12R, 三連単, 4  2  5, 313, 1622, 0.193, 6
01_桐　生-01R, 三連単, 4  2  6, 316, 1721, 0.184, 23
01_桐　生-02R, 三連単, 4  2  6, 9, 1721, 0.005, 14
01_桐　生-03R, 三連単, 4  2  6, 43, 1721, 0.025, 20
01_桐　生-04R, 三連単, 4  2  6, 44, 1721, 0.026, 13
01_桐　生-05R, 三連単, 4  2  6, 170, 1721, 0.099, 9
01_桐　生-06R, 三連単, 4  2  6, 1886, 1721, 0, 0
01_桐　生-07R, 三連単, 4  2  6, 46, 1721, 0.027, 7
01_桐　生-08R, 三連単, 4  2  6, 1122, 1721, 0.652, 7
01_桐　生-09R, 三連単, 4  2  6, 638, 1721, 0.371, 11
01_桐　生-10R, 三連単, 4  2  6, 221, 1721, 0.128, 10
01_桐　生-11R, 三連単, 4  2  6, 283, 1721, 0.164, 4
01_桐　生-12R, 三連単, 4  2  6, 298, 1721, 0.173, 8
01_桐　生-01R, 二連単, 4  3, 5, 456, 0.011, 161
01_桐　生-02R, 二連単, 4  3, 63, 456, 0.138, 54
01_桐　生-03R, 二連単, 4  3, 25, 456, 0.055, 42
01_桐　生-04R, 二連単, 4  3, 2, 456, 0.004, 52
01_桐　生-05R, 二連単, 4  3, 12, 456, 0.026, 69
01_桐　生-06R, 二連単, 4  3, 38, 456, 0.083, 21
01_桐　生-07R, 二連単, 4  3, 19, 456, 0.042, 47
01_桐　生-08R, 二連単, 4  3, 301, 456, 0.66, 26
01_桐　生-09R, 二連単, 4  3, 194, 456, 0.425, 39
01_桐　生-10R, 二連単, 4  3, 88, 456, 0.193, 29
01_桐　生-11R, 二連単, 4  3, 54, 456, 0.118, 28
01_桐　生-12R, 二連単, 4  3, 274, 456, 0.601, 24
01_桐　生-01R, 三連単, 4  3  1, 8, 1621, 0.005, 53
01_桐　生-02R, 三連単, 4  3  1, 63, 1621, 0.039, 17
01_桐　生-03R, 三連単, 4  3  1, 136, 1621, 0.084, 9
01_桐　生-04R, 三連単, 4  3  1, 13, 1621, 0.008, 15
01_桐　生-05R, 三連単, 4  3  1, 53, 1621, 0.033, 22
01_桐　生-06R, 三連単, 4  3  1, 306, 1621, 0.189, 7
01_桐　生-07R, 三連単, 4  3  1, 19, 1621, 0.012, 11
01_桐　生-08R, 三連単, 4  3  1, 1247, 1621, 0.769, 6
01_桐　生-09R, 三連単, 4  3  1, 747, 1621, 0.461, 9
01_桐　生-10R, 三連単, 4  3  1, 88, 1621, 0.054, 9
01_桐　生-11R, 三連単, 4  3  1, 284, 1621, 0.175, 11
01_桐　生-12R, 三連単, 4  3  1, 499, 1621, 0.308, 5
01_桐　生-01R, 三連単, 4  3  2, 13, 1465, 0.009, 35
01_桐　生-02R, 三連単, 4  3  2, 172, 1465, 0.117, 12
01_桐　生-03R, 三連単, 4  3  2, 272, 1465, 0.186, 7
01_桐　生-04R, 三連単, 4  3  2, 2, 1465, 0.001, 10
01_桐　生-05R, 三連単, 4  3  2, 57, 1465, 0.039, 14
01_桐　生-06R, 三連単, 4  3  2, 484, 1465, 0.33, 3
01_桐　生-07R, 三連単, 4  3  2, 71, 1465, 0.048, 16
01_桐　生-08R, 三連単, 4  3  2, 983, 1465, 0.671, 5
01_桐　生-09R, 三連単, 4  3  2, 512, 1465, 0.349, 12
01_桐　生-10R, 三連単, 4  3  2, 857, 1465, 0.585, 7
01_桐　生-11R, 三連単, 4  3  2, 54, 1465, 0.037, 6
01_桐　生-12R, 三連単, 4  3  2, 524, 1465, 0.358, 6
01_桐　生-01R, 三連単, 4  3  5, 5, 1736, 0.003, 51
01_桐　生-02R, 三連単, 4  3  5, 82, 1736, 0.047, 15
01_桐　生-03R, 三連単, 4  3  5, 267, 1736, 0.154, 13
01_桐　生-04R, 三連単, 4  3  5, 4, 1736, 0.002, 12
01_桐　生-05R, 三連単, 4  3  5, 22, 1736, 0.013, 15
01_桐　生-06R, 三連単, 4  3  5, 1455, 1736, 0.838, 3
01_桐　生-07R, 三連単, 4  3  5, 299, 1736, 0.172, 12
01_桐　生-08R, 三連単, 4  3  5, 301, 1736, 0.173, 8
01_桐　生-09R, 三連単, 4  3  5, 194, 1736, 0.112, 10
01_桐　生-10R, 三連単, 4  3  5, 331, 1736, 0.191, 4
01_桐　生-11R, 三連単, 4  3  5, 355, 1736, 0.204, 6
01_桐　生-12R, 三連単, 4  3  5, 529, 1736, 0.305, 6
01_桐　生-01R, 三連単, 4  3  6, 20, 2453, 0.008, 22
01_桐　生-02R, 三連単, 4  3  6, 555, 2453, 0.226, 10
01_桐　生-03R, 三連単, 4  3  6, 25, 2453, 0.01, 13
01_桐　生-04R, 三連単, 4  3  6, 106, 2453, 0.043, 15
01_桐　生-05R, 三連単, 4  3  6, 12, 2453, 0.005, 18
01_桐　生-06R, 三連単, 4  3  6, 38, 2453, 0.015, 8
01_桐　生-07R, 三連単, 4  3  6, 742, 2453, 0.302, 8
01_桐　生-08R, 三連単, 4  3  6, 1370, 2453, 0.558, 7
01_桐　生-09R, 三連単, 4  3  6, 357, 2453, 0.146, 8
01_桐　生-10R, 三連単, 4  3  6, 523, 2453, 0.213, 9
01_桐　生-11R, 三連単, 4  3  6, 232, 2453, 0.095, 5
01_桐　生-12R, 三連単, 4  3  6, 274, 2453, 0.112, 7
01_桐　生-01R, 拡連複, 4  5, 0, 81, 0, 514
01_桐　生-01R, 二連複, 4  5, 19, 658, 0.029, 204
01_桐　生-01R, 二連単, 4  5, 19, 834, 0.023, 146
01_桐　生-02R, 拡連複, 4  5, 5, 81, 0.062, 313
01_桐　生-02R, 二連複, 4  5, 5, 658, 0.008, 103
01_桐　生-02R, 二連単, 4  5, 15, 834, 0.018, 54
01_桐　生-03R, 拡連複, 4  5, 0, 81, 0, 307
01_桐　生-03R, 二連複, 4  5, 8, 658, 0.012, 93
01_桐　生-03R, 二連単, 4  5, 8, 834, 0.01, 58
01_桐　生-04R, 拡連複, 4  5, 0, 81, 0, 312
01_桐　生-04R, 二連複, 4  5, 11, 658, 0.017, 117
01_桐　生-04R, 二連単, 4  5, 105, 834, 0.126, 79
01_桐　生-05R, 拡連複, 4  5, 22, 81, 0.272, 279
01_桐　生-05R, 二連複, 4  5, 81, 658, 0.123, 87
01_桐　生-05R, 二連単, 4  5, 81, 834, 0.097, 54
01_桐　生-06R, 拡連複, 4  5, 27, 81, 0.333, 229
01_桐　生-06R, 二連複, 4  5, 113, 658, 0.172, 44
01_桐　生-06R, 二連単, 4  5, 169, 834, 0.203, 23
01_桐　生-07R, 拡連複, 4  5, 15, 81, 0.185, 254
01_桐　生-07R, 二連複, 4  5, 41, 658, 0.062, 78
01_桐　生-07R, 二連単, 4  5, 61, 834, 0.073, 46
01_桐　生-08R, 拡連複, 4  5, 4, 81, 0.049, 340
01_桐　生-08R, 二連複, 4  5, 4, 658, 0.006, 102
01_桐　生-08R, 二連単, 4  5, 16, 834, 0.019, 51
01_桐　生-09R, 拡連複, 4  5, 7, 81, 0.086, 213
01_桐　生-09R, 二連複, 4  5, 56, 658, 0.085, 61
01_桐　生-09R, 二連単, 4  5, 115, 834, 0.138, 34
01_桐　生-10R, 拡連複, 4  5, 2, 81, 0.025, 253
01_桐　生-10R, 二連複, 4  5, 15, 658, 0.023, 60
01_桐　生-10R, 二連単, 4  5, 15, 834, 0.018, 33
01_桐　生-11R, 拡連複, 4  5, 14, 81, 0.173, 250
01_桐　生-11R, 二連複, 4  5, 28, 658, 0.043, 68
01_桐　生-11R, 二連単, 4  5, 28, 834, 0.034, 50
01_桐　生-12R, 拡連複, 4  5, 15, 81, 0.185, 214
01_桐　生-12R, 二連複, 4  5, 75, 658, 0.114, 56
01_桐　生-12R, 二連単, 4  5, 75, 834, 0.09, 35
01_桐　生-01R, 三連単, 4  5  1, 40, 1200, 0.033, 62
01_桐　生-02R, 三連単, 4  5  1, 96, 1200, 0.08, 13
01_桐　生-03R, 三連単, 4  5  1, 8, 1200, 0.007, 18
01_桐　生-04R, 三連単, 4  5  1, 105, 1200, 0.088, 31
01_桐　生-05R, 三連単, 4  5  1, 372, 1200, 0.31, 9
01_桐　生-06R, 三連単, 4  5  1, 275, 1200, 0.229, 10
01_桐　生-07R, 三連単, 4  5  1, 78, 1200, 0.065, 10
01_桐　生-08R, 三連単, 4  5  1, 16, 1200, 0.013, 16
01_桐　生-09R, 三連単, 4  5  1, 115, 1200, 0.096, 8
01_桐　生-10R, 三連単, 4  5  1, 373, 1200, 0.311, 6
01_桐　生-11R, 三連単, 4  5  1, 28, 1200, 0.023, 20
01_桐　生-12R, 三連単, 4  5  1, 75, 1200, 0.063, 13
01_桐　生-01R, 三連単, 4  5  2, 116, 1691, 0.069, 36
01_桐　生-02R, 三連単, 4  5  2, 16, 1691, 0.009, 15
01_桐　生-03R, 三連単, 4  5  2, 90, 1691, 0.053, 12
01_桐　生-04R, 三連単, 4  5  2, 109, 1691, 0.064, 10
01_桐　生-05R, 三連単, 4  5  2, 156, 1691, 0.092, 16
01_桐　生-06R, 三連単, 4  5  2, 169, 1691, 0.1, 5
01_桐　生-07R, 三連単, 4  5  2, 61, 1691, 0.036, 15
01_桐　生-08R, 三連単, 4  5  2, 184, 1691, 0.109, 13
01_桐　生-09R, 三連単, 4  5  2, 508, 1691, 0.3, 8
01_桐　生-10R, 三連単, 4  5  2, 302, 1691, 0.179, 10
01_桐　生-11R, 三連単, 4  5  2, 656, 1691, 0.388, 5
01_桐　生-12R, 三連単, 4  5  2, 289, 1691, 0.171, 6
01_桐　生-01R, 三連単, 4  5  3, 19, 2041, 0.009, 21
01_桐　生-02R, 三連単, 4  5  3, 123, 2041, 0.06, 15
01_桐　生-03R, 三連単, 4  5  3, 713, 2041, 0.349, 12
01_桐　生-04R, 三連単, 4  5  3, 146, 2041, 0.072, 15
01_桐　生-05R, 三連単, 4  5  3, 281, 2041, 0.138, 12
01_桐　生-06R, 三連単, 4  5  3, 233, 2041, 0.114, 3
01_桐　生-07R, 三連単, 4  5  3, 240, 2041, 0.118, 9
01_桐　生-08R, 三連単, 4  5  3, 94, 2041, 0.046, 13
01_桐　生-09R, 三連単, 4  5  3, 495, 2041, 0.243, 6
01_桐　生-10R, 三連単, 4  5  3, 265, 2041, 0.13, 4
01_桐　生-11R, 三連単, 4  5  3, 440, 2041, 0.216, 3
01_桐　生-12R, 三連単, 4  5  3, 425, 2041, 0.208, 5
01_桐　生-01R, 三連複, 4  5  6, 44, 769, 0.057, 74
01_桐　生-01R, 三連単, 4  5  6, 74, 1919, 0.039, 27
01_桐　生-02R, 三連複, 4  5  6, 15, 769, 0.02, 54
01_桐　生-02R, 三連単, 4  5  6, 15, 1919, 0.008, 11
01_桐　生-03R, 三連複, 4  5  6, 67, 769, 0.087, 65
01_桐　生-03R, 三連単, 4  5  6, 91, 1919, 0.047, 16
01_桐　生-04R, 三連複, 4  5  6, 69, 769, 0.09, 57
01_桐　生-04R, 三連単, 4  5  6, 169, 1919, 0.088, 23
01_桐　生-05R, 三連複, 4  5  6, 27, 769, 0.035, 52
01_桐　生-05R, 三連単, 4  5  6, 81, 1919, 0.042, 17
01_桐　生-06R, 三連複, 4  5  6, 113, 769, 0.147, 21
01_桐　生-06R, 三連単, 4  5  6, 216, 1919, 0.113, 5
01_桐　生-07R, 三連複, 4  5  6, 74, 769, 0.096, 46
01_桐　生-07R, 三連単, 4  5  6, 189, 1919, 0.098, 12
01_桐　生-08R, 三連複, 4  5  6, 11, 769, 0.014, 44
01_桐　生-08R, 三連単, 4  5  6, 40, 1919, 0.021, 9
01_桐　生-09R, 三連複, 4  5  6, 20, 769, 0.026, 38
01_桐　生-09R, 三連単, 4  5  6, 118, 1919, 0.061, 12
01_桐　生-10R, 三連複, 4  5  6, 15, 769, 0.02, 38
01_桐　生-10R, 三連単, 4  5  6, 15, 1919, 0.008, 13
01_桐　生-11R, 三連複, 4  5  6, 88, 769, 0.114, 45
01_桐　生-11R, 三連単, 4  5  6, 140, 1919, 0.073, 22
01_桐　生-12R, 三連複, 4  5  6, 94, 769, 0.122, 33
01_桐　生-12R, 三連単, 4  5  6, 94, 1919, 0.049, 11
01_桐　生-01R, 拡連複, 4  6, 1, 111, 0.009, 324
01_桐　生-01R, 二連複, 4  6, 1, 474, 0.002, 106
01_桐　生-01R, 二連単, 4  6, 1, 804, 0.001, 89
01_桐　生-02R, 拡連複, 4  6, 9, 111, 0.081, 250
01_桐　生-02R, 二連複, 4  6, 50, 474, 0.105, 92
01_桐　生-02R, 二連単, 4  6, 50, 804, 0.062, 52
01_桐　生-03R, 拡連複, 4  6, 2, 111, 0.018, 266
01_桐　生-03R, 二連複, 4  6, 2, 474, 0.004, 66
01_桐　生-03R, 二連単, 4  6, 9, 804, 0.011, 45
01_桐　生-04R, 拡連複, 4  6, 1, 111, 0.009, 261
01_桐　生-04R, 二連複, 4  6, 10, 474, 0.021, 70
01_桐　生-04R, 二連単, 4  6, 10, 804, 0.012, 46
01_桐　生-05R, 拡連複, 4  6, 12, 111, 0.108, 250
01_桐　生-05R, 二連複, 4  6, 49, 474, 0.103, 64
01_桐　生-05R, 二連単, 4  6, 104, 804, 0.129, 41
01_桐　生-06R, 拡連複, 4  6, 19, 111, 0.171, 152
01_桐　生-06R, 二連複, 4  6, 163, 474, 0.344, 31
01_桐　生-06R, 二連単, 4  6, 163, 804, 0.203, 17
01_桐　生-07R, 拡連複, 4  6, 11, 111, 0.099, 205
01_桐　生-07R, 二連複, 4  6, 52, 474, 0.11, 60
01_桐　生-07R, 二連単, 4  6, 52, 804, 0.065, 36
01_桐　生-08R, 拡連複, 4  6, 1, 111, 0.009, 171
01_桐　生-08R, 二連複, 4  6, 11, 474, 0.023, 49
01_桐　生-08R, 二連単, 4  6, 314, 804, 0.391, 27
01_桐　生-09R, 拡連複, 4  6, 4, 111, 0.036, 205
01_桐　生-09R, 二連複, 4  6, 97, 474, 0.205, 49
01_桐　生-09R, 二連単, 4  6, 97, 804, 0.121, 24
01_桐　生-10R, 拡連複, 4  6, 5, 111, 0.045, 207
01_桐　生-10R, 二連複, 4  6, 5, 474, 0.011, 55
01_桐　生-10R, 二連単, 4  6, 5, 804, 0.006, 38
01_桐　生-11R, 拡連複, 4  6, 10, 111, 0.09, 179
01_桐　生-11R, 二連複, 4  6, 92, 474, 0.194, 29
01_桐　生-11R, 二連単, 4  6, 126, 804, 0.157, 20
01_桐　生-12R, 拡連複, 4  6, 0, 111, 0, 181
01_桐　生-12R, 二連複, 4  6, 434, 474, 0.916, 35
01_桐　生-12R, 二連単, 4  6, 434, 804, 0.54, 28
01_桐　生-01R, 三連単, 4  6  1, 263, 2337, 0.113, 16
01_桐　生-02R, 三連単, 4  6  1, 188, 2337, 0.08, 12
01_桐　生-03R, 三連単, 4  6  1, 103, 2337, 0.044, 10
01_桐　生-04R, 三連単, 4  6  1, 120, 2337, 0.051, 20
01_桐　生-05R, 三連単, 4  6  1, 104, 2337, 0.045, 12
01_桐　生-06R, 三連単, 4  6  1, 163, 2337, 0.07, 8
01_桐　生-07R, 三連単, 4  6  1, 52, 2337, 0.022, 7
01_桐　生-08R, 三連単, 4  6  1, 1081, 2337, 0.463, 7
01_桐　生-09R, 三連単, 4  6  1, 97, 2337, 0.042, 6
01_桐　生-10R, 三連単, 4  6  1, 5, 2337, 0.002, 17
01_桐　生-11R, 三連単, 4  6  1, 365, 2337, 0.156, 5
01_桐　生-12R, 三連単, 4  6  1, 559, 2337, 0.239, 8
01_桐　生-01R, 三連単, 4  6  2, 122, 1990, 0.061, 21
01_桐　生-02R, 三連単, 4  6  2, 50, 1990, 0.025, 9
01_桐　生-03R, 三連単, 4  6  2, 9, 1990, 0.005, 11
01_桐　生-04R, 三連単, 4  6  2, 59, 1990, 0.03, 7
01_桐　生-05R, 三連単, 4  6  2, 258, 1990, 0.13, 9
01_桐　生-06R, 三連単, 4  6  2, 550, 1990, 0.276, 4
01_桐　生-07R, 三連単, 4  6  2, 329, 1990, 0.165, 14
01_桐　生-08R, 三連単, 4  6  2, 701, 1990, 0.352, 5
01_桐　生-09R, 三連単, 4  6  2, 312, 1990, 0.157, 9
01_桐　生-10R, 三連単, 4  6  2, 658, 1990, 0.331, 6
01_桐　生-11R, 三連単, 4  6  2, 144, 1990, 0.072, 3
01_桐　生-12R, 三連単, 4  6  2, 434, 1990, 0.218, 7
01_桐　生-01R, 三連単, 4  6  3, 1, 2483, 0, 27
01_桐　生-02R, 三連単, 4  6  3, 320, 2483, 0.129, 17
01_桐　生-03R, 三連単, 4  6  3, 163, 2483, 0.066, 8
01_桐　生-04R, 三連単, 4  6  3, 10, 2483, 0.004, 7
01_桐　生-05R, 三連単, 4  6  3, 159, 2483, 0.064, 7
01_桐　生-06R, 三連単, 4  6  3, 499, 2483, 0.201, 4
01_桐　生-07R, 三連単, 4  6  3, 237, 2483, 0.095, 6
01_桐　生-08R, 三連単, 4  6  3, 314, 2483, 0.126, 6
01_桐　生-09R, 三連単, 4  6  3, 231, 2483, 0.093, 4
01_桐　生-10R, 三連単, 4  6  3, 148, 2483, 0.06, 11
01_桐　生-11R, 三連単, 4  6  3, 126, 2483, 0.051, 4
01_桐　生-12R, 三連単, 4  6  3, 615, 2483, 0.248, 5
01_桐　生-01R, 三連単, 4  6  5, 44, 4956, 0.009, 25
01_桐　生-02R, 三連単, 4  6  5, 285, 4956, 0.058, 14
01_桐　生-03R, 三連単, 4  6  5, 216, 4956, 0.044, 16
01_桐　生-04R, 三連単, 4  6  5, 202, 4956, 0.041, 12
01_桐　生-05R, 三連単, 4  6  5, 149, 4956, 0.03, 13
01_桐　生-06R, 三連単, 4  6  5, 1886, 4956, 0, 0
01_桐　生-07R, 三連単, 4  6  5, 559, 4956, 0.113, 9
01_桐　生-08R, 三連単, 4  6  5, 1033, 4956, 0.208, 9
01_桐　生-09R, 三連単, 4  6  5, 136, 4956, 0.027, 5
01_桐　生-10R, 三連単, 4  6  5, 32, 4956, 0.006, 4
01_桐　生-11R, 三連単, 4  6  5, 359, 4956, 0.072, 8
01_桐　生-12R, 三連単, 4  6  5, 634, 4956, 0.128, 8
01_桐　生-01R, 単勝一着, 5, 21, 194, 0.108, 145
01_桐　生-01R, 単勝ニ着, 5, 19, 103, 0.184, 251
01_桐　生-02R, 単勝一着, 5, 5, 194, 0.026, 201
01_桐　生-02R, 単勝ニ着, 5, 3, 103, 0.029, 239
01_桐　生-03R, 単勝一着, 5, 7, 194, 0.036, 195
01_桐　生-03R, 単勝ニ着, 5, 0, 103, 0, 268
01_桐　生-04R, 単勝一着, 5, 3, 194, 0.015, 189
01_桐　生-04R, 単勝ニ着, 5, 0, 103, 0, 280
01_桐　生-05R, 単勝一着, 5, 14, 194, 0.072, 220
01_桐　生-05R, 単勝ニ着, 5, 30, 103, 0.291, 266
01_桐　生-06R, 単勝一着, 5, 22, 194, 0.113, 104
01_桐　生-06R, 単勝ニ着, 5, 9, 103, 0.087, 275
01_桐　生-07R, 単勝一着, 5, 25, 194, 0.129, 179
01_桐　生-07R, 単勝ニ着, 5, 8, 103, 0.078, 240
01_桐　生-08R, 単勝一着, 5, 3, 194, 0.015, 316
01_桐　生-08R, 単勝ニ着, 5, 0, 103, 0, 411
01_桐　生-09R, 単勝一着, 5, 20, 194, 0.103, 162
01_桐　生-09R, 単勝ニ着, 5, 8, 103, 0.078, 219
01_桐　生-10R, 単勝一着, 5, 11, 194, 0.057, 148
01_桐　生-10R, 単勝ニ着, 5, 0, 103, 0, 240
01_桐　生-11R, 単勝一着, 5, 3, 194, 0.015, 121
01_桐　生-11R, 単勝ニ着, 5, 14, 103, 0.136, 214
01_桐　生-12R, 単勝一着, 5, 96, 194, 0.495, 117
01_桐　生-12R, 単勝ニ着, 5, 2, 103, 0.019, 245
01_桐　生-01R, 二連単, 5  1, 29, 415, 0.07, 31
01_桐　生-02R, 二連単, 5  1, 55, 415, 0.133, 55
01_桐　生-03R, 二連単, 5  1, 10, 415, 0.024, 40
01_桐　生-04R, 二連単, 5  1, 15, 415, 0.036, 41
01_桐　生-05R, 二連単, 5  1, 41, 415, 0.099, 51
01_桐　生-06R, 二連単, 5  1, 281, 415, 0.677, 47
01_桐　生-07R, 二連単, 5  1, 42, 415, 0.101, 56
01_桐　生-08R, 二連単, 5  1, 3, 415, 0.007, 129
01_桐　生-09R, 二連単, 5  1, 63, 415, 0.152, 62
01_桐　生-10R, 二連単, 5  1, 11, 415, 0.027, 52
01_桐　生-11R, 二連単, 5  1, 38, 415, 0.092, 44
01_桐　生-12R, 二連単, 5  1, 96, 415, 0.231, 50
01_桐　生-01R, 三連単, 5  1  2, 197, 1085, 0.182, 10
01_桐　生-02R, 三連単, 5  1  2, 144, 1085, 0.133, 13
01_桐　生-03R, 三連単, 5  1  2, 261, 1085, 0.241, 11
01_桐　生-04R, 三連単, 5  1  2, 194, 1085, 0.179, 12
01_桐　生-05R, 三連単, 5  1  2, 179, 1085, 0.165, 14
01_桐　生-06R, 三連単, 5  1  2, 346, 1085, 0.319, 14
